Tissue	State	Treatment	Gene	MutFreq	LossFreq	GainFreq	NoMutLoss	MutLoss	NoMutWT	MutWT	NoMutGain	MutGain
Breast	Metastasis	Treatment	MAP2K4	0.0251798561151079	0.45863309352518	0.0215827338129496	244	13	288	3	13	1
Breast	Metastasis	Treatment	MAP3K1	0.0539568345323741	0.158273381294964	0.115107913669065	83	7	388	18	58	8
Breast	Metastasis	Treatment	NCOR1	0.0233812949640288	0.419064748201439	0.0377697841726619	226	9	299	5	21	2
Breast	Metastasis	Treatment	NF1	0.0359712230215827	0.194244604316547	0.113309352517986	98	12	377	10	64	1
Breast	Metastasis	Treatment	PIK3CA	0.372302158273381	0.0467625899280576	0.179856115107914	22	6	278	154	52	50
Breast	Metastasis	Treatment	PIK3R1	0.0197841726618705	0.147482014388489	0.100719424460432	81	3	410	10	57	1
Breast	Metastasis	Treatment	PTEN	0.0539568345323741	0.20863309352518	0.0539568345323741	106	12	393	19	30	2
Breast	Metastasis	Treatment	RB1	0.0197841726618705	0.406474820143885	0.0143884892086331	223	5	316	8	9	1
Breast	Metastasis	Treatment	RHOA	0.0143884892086331	0.260791366906475	0.0665467625899281	146	1	367	9	38	1
Breast	Metastasis	Treatment	RUNX1	0.0287769784172662	0.118705035971223	0.0953237410071942	67	1	424	15	52	3
Breast	Metastasis	Treatment	SETD2	0.012589928057554	0.26978417266187	0.0287769784172662	150	2	386	6	16	2
Breast	Metastasis	Treatment	SMAD4	0.0197841726618705	0.311151079136691	0.052158273381295	164	11	354	2	30	1
Breast	Metastasis	Treatment	SPEN	0.0251798561151079	0.33273381294964	0.00719424460431655	184	3	356	13	5	1
Breast	Metastasis	Treatment	TBX3	0.052158273381295	0.0971223021582734	0.100719424460432	55	1	423	25	52	6
Breast	Metastasis	Treatment	TP53	0.386690647482014	0.438848920863309	0.00899280575539568	127	119	211	98	6	1
Breast	Metastasis	Non_Treatment	AKT1	0.049079754601227	0.169734151329243	0.0961145194274029	83	2	340	21	45	4
Breast	Metastasis	Non_Treatment	ARID1A	0.0449897750511247	0.30879345603272	0.0224948875255624	149	4	310	19	11	2
Breast	Metastasis	Non_Treatment	ARID2	0.0122699386503067	0.0797546012269939	0.100204498977505	40	1	396	7	50	1
Breast	Metastasis	Non_Treatment	ATM	0.0245398773006135	0.423312883435583	0.0449897750511247	201	8	257	5	22	2
Breast	Metastasis	Non_Treatment	BRCA1	0.0102249488752556	0.245398773006135	0.106339468302658	120	2	314	5	53	1
Breast	Metastasis	Non_Treatment	BRCA2	0.0122699386503067	0.296523517382413	0.0286298568507157	143	4	328	4	15	1
Breast	Metastasis	Non_Treatment	CBFB	0.0224948875255624	0.38241308793456	0.0695296523517382	181	8	265	5	35	1
Breast	Metastasis	Non_Treatment	CDH1	0.141104294478528	0.3640081799591	0.081799591002045	127	53	255	18	41	1
Breast	Metastasis	Non_Treatment	CDKN2A	0.0102249488752556	0.292433537832311	0.081799591002045	143	2	303	5	41	1
Breast	Metastasis	Non_Treatment	CTCF	0.0102249488752556	0.370143149284254	0.0674846625766871	179	4	274	3	34	1
Breast	Metastasis	Non_Treatment	ERBB2	0.0449897750511247	0.235173824130879	0.104294478527607	112	5	310	15	48	5
Breast	Metastasis	Non_Treatment	ESR1	0.0838445807770961	0.226993865030675	0.112474437627812	99	14	302	23	50	7
Breast	Metastasis	Non_Treatment	FAT1	0.0102249488752556	0.267893660531697	0.0143149284253579	130	3	350	3	7	2
Breast	Metastasis	Non_Treatment	FOXA1	0.0368098159509202	0.118609406952965	0.0756646216768916	59	1	377	19	38	1
Breast	Metastasis	Non_Treatment	GATA3	0.104294478527607	0.0593047034764826	0.141104294478528	29	2	344	49	68	3
Breast	Metastasis	Non_Treatment	JAK1	0.0102249488752556	0.184049079754601	0.0511247443762781	88	4	373	3	26	1
Breast	Metastasis	Non_Treatment	KMT2A	0.016359918200409	0.406952965235174	0.0429447852760736	195	6	267	4	22	1
Breast	Metastasis	Non_Treatment	KMT2C	0.0572597137014315	0.104294478527607	0.10838445807771	52	1	366	21	46	9
Breast	Metastasis	Non_Treatment	KRAS	0.016359918200409	0.112474437627812	0.102249488752556	56	1	377	9	51	1
Breast	Metastasis	Non_Treatment	MAP2K4	0.0286298568507157	0.47239263803681	0.0204498977505112	222	11	245	5	11	1
Breast	Metastasis	Non_Treatment	MAP3K1	0.0552147239263804	0.186094069529652	0.0695296523517382	91	2	342	24	32	4
Breast	Metastasis	Non_Treatment	MEN1	0.0122699386503067	0.102249488752556	0.0961145194274029	49	3	389	5	48	1
Breast	Metastasis	Non_Treatment	NCOR1	0.0388548057259714	0.429447852760736	0.0388548057259714	200	12	253	9	20	1
Breast	Metastasis	Non_Treatment	NF1	0.0470347648261759	0.241308793456033	0.100204498977505	108	12	312	12	49	2
Breast	Metastasis	Non_Treatment	NOTCH2	0.0143149284253579	0.112474437627812	0.114519427402863	56	1	372	8	57	1
Breast	Metastasis	Non_Treatment	PIK3CA	0.304703476482618	0.0388548057259714	0.149284253578732	19	2	277	122	47	28
Breast	Metastasis	Non_Treatment	PIK3R1	0.0245398773006135	0.167689161554192	0.0633946830265849	80	4	369	9	31	2
Breast	Metastasis	Non_Treatment	PTEN	0.0552147239263804	0.161554192229039	0.032719836400818	75	6	376	20	14	4
Breast	Metastasis	Non_Treatment	RB1	0.0368098159509202	0.361963190184049	0.0224948875255624	164	15	298	5	12	1
Breast	Metastasis	Non_Treatment	RUNX1	0.0224948875255624	0.128834355828221	0.102249488752556	63	2	369	9	49	3
Breast	Metastasis	Non_Treatment	SF3B1	0.0184049079754601	0.102249488752556	0.0224948875255624	50	2	421	9	12	1
Breast	Metastasis	Non_Treatment	SMARCA4	0.0102249488752556	0.167689161554192	0.0777096114519427	80	4	369	2	38	2
Breast	Metastasis	Non_Treatment	SPEN	0.0245398773006135	0.259713701431493	0.0306748466257669	125	4	339	10	16	1
Breast	Metastasis	Non_Treatment	STAG2	0.0102249488752556	0.216768916155419	0.0265848670756646	106	2	368	4	13	2
Breast	Metastasis	Non_Treatment	STK11	0.0102249488752556	0.259713701431493	0.0429447852760736	126	3	339	4	22	1
Breast	Metastasis	Non_Treatment	TBX3	0.0388548057259714	0.124744376278119	0.0736196319018405	62	1	376	18	35	3
Breast	Metastasis	Non_Treatment	TP53	0.476482617586912	0.425357873210634	0.0224948875255624	97	113	156	116	6	7
Core-GI	Primary	Treatment	AKT1	0.010752688172043	0.176344086021505	0.0344086021505376	83	1	364	5	16	2
Core-GI	Primary	Treatment	APC	0.436559139784946	0.109677419354839	0.0365591397849462	19	34	230	169	16	3
Core-GI	Primary	Treatment	ARID1A	0.0967741935483871	0.225806451612903	0.0344086021505376	101	6	306	40	16	2
Core-GI	Primary	Treatment	ASXL1	0.0172043010752688	0.00860215053763441	0.397849462365591	5	1	273	5	182	5
Core-GI	Primary	Treatment	ATM	0.0279569892473118	0.105376344086022	0.0193548387096774	48	3	397	12	10	1
Core-GI	Primary	Treatment	B2M	0.032258064516129	0.2	0.021505376344086	91	4	351	13	11	1
Core-GI	Primary	Treatment	BRAF	0.0580645161290323	0.0279569892473118	0.131182795698925	14	1	368	25	59	4
Core-GI	Primary	Treatment	BRCA2	0.0301075268817204	0.0236559139784946	0.266666666666667	12	1	321	11	121	5
Core-GI	Primary	Treatment	CDKN2A	0.0301075268817204	0.178494623655914	0.032258064516129	78	7	360	9	16	1
Core-GI	Primary	Treatment	DNMT3B	0.010752688172043	0.00860215053763441	0.397849462365591	5	1	274	4	184	3
Core-GI	Primary	Treatment	EP300	0.0172043010752688	0.163440860215054	0.0279569892473118	77	1	369	9	14	1
Core-GI	Primary	Treatment	FAT1	0.0150537634408602	0.227956989247312	0.0150537634408602	106	2	347	7	8	1
Core-GI	Primary	Treatment	FBXW7	0.116129032258065	0.208602150537634	0.0193548387096774	89	10	315	46	10	1
Core-GI	Primary	Treatment	FLCN	0.0129032258064516	0.161290322580645	0.0172043010752688	76	1	377	7	9	1
Core-GI	Primary	Treatment	GNAS	0.0236559139784946	0.010752688172043	0.389247311827957	6	1	270	11	181	2
Core-GI	Primary	Treatment	JAK1	0.0172043010752688	0.148387096774194	0.0172043010752688	70	1	381	9	9	1
Core-GI	Primary	Treatment	KIT	0.0838709677419355	0.204301075268817	0.0236559139784946	94	3	330	31	5	8
Core-GI	Primary	Treatment	KMT2A	0.021505376344086	0.103225806451613	0.0193548387096774	49	1	400	10	9	2
Core-GI	Primary	Treatment	KMT2C	0.0387096774193548	0.0279569892473118	0.126881720430108	14	1	377	18	59	2
Core-GI	Primary	Treatment	MAP2K4	0.0129032258064516	0.245161290322581	0.0150537634408602	115	1	339	7	8	1
Core-GI	Primary	Treatment	MSH3	0.0301075268817204	0.10752688172043	0.032258064516129	51	1	387	15	16	1
Core-GI	Primary	Treatment	MTOR	0.0129032258064516	0.204301075268817	0.0279569892473118	95	2	353	6	14	1
Core-GI	Primary	Treatment	NCOR1	0.0150537634408602	0.221505376344086	0.0193548387096774	104	1	347	8	10	1
Core-GI	Primary	Treatment	NRAS	0.032258064516129	0.148387096774194	0.00860215053763441	69	2	380	14	4	2
Core-GI	Primary	Treatment	PIK3R1	0.0236559139784946	0.109677419354839	0.0344086021505376	52	1	388	12	17	1
Core-GI	Primary	Treatment	PTPRS	0.0150537634408602	0.124731182795699	0.0344086021505376	59	1	385	8	17	1
Core-GI	Primary	Treatment	PTPRT	0.010752688172043	0.00860215053763441	0.397849462365591	5	1	273	5	185	2
Core-GI	Primary	Treatment	RB1	0.010752688172043	0.0279569892473118	0.255913978494624	14	1	329	6	120	1
Core-GI	Primary	Treatment	SMAD2	0.0236559139784946	0.36989247311828	0.010752688172043	168	6	283	7	6	1
Core-GI	Primary	Treatment	SMAD3	0.010752688172043	0.154838709677419	0.0236559139784946	73	1	378	6	12	1
Core-GI	Primary	Treatment	SMAD4	0.103225806451613	0.376344086021505	0.00860215053763441	149	28	266	22	5	1
Core-GI	Primary	Treatment	SPEN	0.0129032258064516	0.159139784946237	0.0279569892473118	75	1	373	7	14	1
Core-GI	Primary	Treatment	SUFU	0.010752688172043	0.105376344086022	0.00860215053763441	50	1	408	6	5	1
Core-GI	Primary	Treatment	TET2	0.010752688172043	0.221505376344086	0.010752688172043	104	1	353	6	6	1
Core-GI	Primary	Treatment	TGFBR2	0.0193548387096774	0.161290322580645	0.0258064516129032	76	1	370	10	13	1
Core-GI	Primary	Treatment	TP53	0.6	0.212903225806452	0.0279569892473118	18	83	164	191	7	8
Core-GI	Primary	Non_Treatment	AKT1	0.0120207927225471	0.186159844054581	0.0276153346328785	572	3	2387	35	85	2
Core-GI	Primary	Non_Treatment	AMER1	0.0454840805717999	0.11598440545809	0.0909681611435997	346	13	2324	119	271	11
Core-GI	Primary	Non_Treatment	APC	0.521117608836907	0.141975308641975	0.0227420402858999	205	234	1224	1349	48	24
Core-GI	Primary	Non_Treatment	ARID1A	0.0906432748538012	0.244964262508122	0.0110461338531514	719	37	2053	239	30	6
Core-GI	Primary	Non_Treatment	ASXL1	0.0168940870695257	0.00292397660818713	0.486029889538661	10	1	1533	42	1486	12
Core-GI	Primary	Non_Treatment	ATM	0.0432098765432099	0.102014294996751	0.0191682910981157	306	10	2583	124	59	2
Core-GI	Primary	Non_Treatment	ATRX	0.0133203378817414	0.0760233918128655	0.102988953866147	234	2	2489	40	317	2
Core-GI	Primary	Non_Treatment	B2M	0.0350877192982456	0.192657569850552	0.0220922677063028	581	14	2323	96	69	1
Core-GI	Primary	Non_Treatment	BCOR	0.0185185185185185	0.0766731643924626	0.105912930474334	234	4	2465	53	325	3
Core-GI	Primary	Non_Treatment	BLM	0.01591942820013	0.149447693307342	0.0607537361923327	461	1	2384	49	187	2
Core-GI	Primary	Non_Treatment	BRAF	0.0747238466536712	0.0298895386614685	0.142949967511371	91	3	2348	200	412	30
Core-GI	Primary	Non_Treatment	BRCA2	0.0279402209226771	0.0282651072124756	0.324236517218973	87	2	1924	71	984	16
Core-GI	Primary	Non_Treatment	CDH1	0.0155945419103314	0.0471085120207927	0.100714749837557	142	5	2583	42	308	4
Core-GI	Primary	Non_Treatment	CDKN2A	0.0298895386614685	0.16146848602989	0.0480831708901884	474	25	2370	65	145	5
Core-GI	Primary	Non_Treatment	CREBBP	0.0259909031838856	0.0568551007147498	0.10233918128655	174	3	2513	77	314	3
Core-GI	Primary	Non_Treatment	EP300	0.0172189733593242	0.168615984405458	0.0110461338531514	517	4	2476	51	35	1
Core-GI	Primary	Non_Treatment	FAT1	0.0204678362573099	0.220922677063028	0.0116959064327485	678	4	2303	61	37	1
Core-GI	Primary	Non_Treatment	FBXW7	0.100714749837557	0.206302794022092	0.0142949967511371	609	28	2118	283	44	2
Core-GI	Primary	Non_Treatment	FLCN	0.0175438596491228	0.209876543209877	0.0103963612735543	644	4	2350	52	33	1
Core-GI	Primary	Non_Treatment	GNAS	0.0250162443144899	0.00649772579597141	0.479207277452891	21	1	1514	71	1469	8
Core-GI	Primary	Non_Treatment	JAK1	0.0155945419103314	0.146848602988954	0.0129954515919428	449	5	2544	44	40	2
Core-GI	Primary	Non_Treatment	KDM6A	0.0110461338531514	0.087719298245614	0.11143599740091	267	5	2436	31	344	1
Core-GI	Primary	Non_Treatment	KIT	0.0519818063677713	0.192007797270955	0.0217673814165042	584	9	2291	131	46	23
Core-GI	Primary	Non_Treatment	KMT2C	0.0289148797920728	0.0360623781676413	0.142625081221572	111	2	2451	79	430	11
Core-GI	Primary	Non_Treatment	MSH3	0.0334632878492528	0.146198830409357	0.0188434048083171	449	3	2470	102	59	1
Core-GI	Primary	Non_Treatment	NBN	0.01137102014295	0.0191682910981157	0.239116309291748	60	1	2253	32	733	5
Core-GI	Primary	Non_Treatment	NCOR1	0.0168940870695257	0.312215724496426	0.0139701104613385	956	7	2029	47	44	1
Core-GI	Primary	Non_Treatment	NRAS	0.0272904483430799	0.142949967511371	0.0123456790123457	432	10	2527	75	38	2
Core-GI	Primary	Non_Treatment	PDGFRA	0.0103963612735543	0.197530864197531	0.0240415854450942	606	4	2370	28	73	3
Core-GI	Primary	Non_Treatment	PIK3R1	0.0360623781676413	0.148148148148148	0.0185185185185185	442	16	2472	95	56	3
Core-GI	Primary	Non_Treatment	PTPRT	0.0194931773879142	0.00389863547758285	0.474658869395712	13	1	1565	42	1443	20
Core-GI	Primary	Non_Treatment	RASA1	0.0116959064327485	0.154970760233918	0.0194931773879142	472	7	2512	31	61	1
Core-GI	Primary	Non_Treatment	RB1	0.0168940870695257	0.041585445094217	0.311565951916829	120	10	1954	39	955	6
Core-GI	Primary	Non_Treatment	SMAD2	0.0250162443144899	0.434697855750487	0.00974658869395711	1316	24	1658	54	30	2
Core-GI	Primary	Non_Treatment	SMAD3	0.0185185185185185	0.16601689408707	0.0188434048083171	503	10	2463	48	58	2
Core-GI	Primary	Non_Treatment	SMAD4	0.0938921377517869	0.435672514619883	0.0100714749837557	1159	184	1602	106	31	2
Core-GI	Primary	Non_Treatment	SPEN	0.01137102014295	0.197530864197531	0.0188434048083171	609	1	2378	36	59	1
Core-GI	Primary	Non_Treatment	TERT	0.01364522417154	0.0594541910331384	0.120857699805068	184	1	2483	42	372	2
Core-GI	Primary	Non_Treatment	TET2	0.0120207927225471	0.216049382716049	0.00909681611435997	666	1	2349	38	29	1
Core-GI	Primary	Non_Treatment	TGFBR2	0.0259909031838856	0.158869395711501	0.0214424951267057	474	17	2463	62	64	4
Core-GI	Primary	Non_Treatment	TP53	0.643599740090968	0.311565951916829	0.0126705653021442	142	819	940	1142	18	23
Core-GI	Primary	Non_Treatment	TP53BP1	0.0152696556205328	0.176738141650422	0.01364522417154	542	4	2449	45	43	1
Core-GI	Metastasis	Treatment	AMER1	0.0287769784172662	0.139568345323741	0.0992805755395683	97	2	516	15	65	6
Core-GI	Metastasis	Treatment	APC	0.516546762589928	0.159712230215827	0.0517985611510791	39	74	271	279	29	9
Core-GI	Metastasis	Treatment	ARID1A	0.0546762589928058	0.375539568345324	0.0100719424460432	249	14	404	25	7	2
Core-GI	Metastasis	Treatment	ARID1B	0.0115107913669065	0.117985611510791	0.0705035971223022	80	4	560	6	50	1
Core-GI	Metastasis	Treatment	ASXL1	0.0172661870503597	0.00287769784172662	0.525179856115108	3	1	324	6	359	8
Core-GI	Metastasis	Treatment	ATM	0.0302158273381295	0.133812949640288	0.041726618705036	91	4	556	19	30	1
Core-GI	Metastasis	Treatment	BRAF	0.0431654676258993	0.041726618705036	0.205755395683453	29	2	506	19	133	12
Core-GI	Metastasis	Treatment	BRCA2	0.0172661870503597	0.0705035971223022	0.361151079136691	49	2	390	7	247	6
Core-GI	Metastasis	Treatment	CDH1	0.0100719424460432	0.103597122302158	0.139568345323741	71	3	522	6	98	1
Core-GI	Metastasis	Treatment	CDKN2A	0.0143884892086331	0.22158273381295	0.0776978417266187	152	4	482	7	54	2
Core-GI	Metastasis	Treatment	CREBBP	0.0115107913669065	0.0820143884892086	0.138129496402878	58	1	537	7	95	3
Core-GI	Metastasis	Treatment	CTNNB1	0.0143884892086331	0.139568345323741	0.0316546762589928	98	1	567	11	23	1
Core-GI	Metastasis	Treatment	EP300	0.0115107913669065	0.279136690647482	0.0215827338129496	193	3	482	6	15	2
Core-GI	Metastasis	Treatment	ERBB2	0.0129496402877698	0.0906474820143885	0.103597122302158	64	1	554	8	71	3
Core-GI	Metastasis	Treatment	FBXW7	0.0517985611510791	0.315107913669065	0.023021582733813	206	15	440	22	16	2
Core-GI	Metastasis	Treatment	GNAS	0.0158273381294964	0.00575539568345324	0.510791366906475	5	1	326	12	356	1
Core-GI	Metastasis	Treatment	KIT	0.079136690647482	0.283453237410072	0.0359712230215827	190	9	437	38	16	11
Core-GI	Metastasis	Treatment	KMT2C	0.0143884892086331	0.0460431654676259	0.207194244604317	33	1	513	8	142	4
Core-GI	Metastasis	Treatment	KRAS	0.302158273381295	0.079136690647482	0.122302158273381	52	5	384	173	52	35
Core-GI	Metastasis	Treatment	MAP2K1	0.0129496402877698	0.20863309352518	0.0345323741007194	145	2	519	9	25	1
Core-GI	Metastasis	Treatment	MAP2K4	0.0129496402877698	0.341007194244604	0.0201438848920863	237	2	437	9	15	1
Core-GI	Metastasis	Treatment	NF1	0.0244604316546763	0.0863309352517986	0.102158273381295	58	4	553	13	70	3
Core-GI	Metastasis	Treatment	NRAS	0.0359712230215827	0.276258992805755	0.0129496402877698	187	7	478	18	8	3
Core-GI	Metastasis	Treatment	PBRM1	0.0100719424460432	0.165467625899281	0.0330935251798561	113	4	554	5	24	1
Core-GI	Metastasis	Treatment	PIK3CA	0.107913669064748	0.0460431654676259	0.116546762589928	33	1	524	60	66	17
Core-GI	Metastasis	Treatment	PIK3R1	0.0172661870503597	0.168345323741007	0.0460431654676259	116	3	537	11	33	1
Core-GI	Metastasis	Treatment	PTEN	0.0316546762589928	0.17410071942446	0.0345323741007194	116	7	537	15	23	3
Core-GI	Metastasis	Treatment	RB1	0.0100719424460432	0.0834532374100719	0.351079136690647	55	5	392	3	244	2
Core-GI	Metastasis	Treatment	RNF43	0.0330935251798561	0.107913669064748	0.0920863309352518	69	8	541	17	65	1
Core-GI	Metastasis	Treatment	SMAD3	0.0143884892086331	0.211510791366906	0.0359712230215827	148	1	515	10	25	2
Core-GI	Metastasis	Treatment	SMAD4	0.0949640287769784	0.486330935251799	0.0115107913669065	298	42	325	26	9	1
Core-GI	Metastasis	Treatment	SOX9	0.0575539568345324	0.0949640287769784	0.102158273381295	67	1	523	37	68	5
Core-GI	Metastasis	Treatment	TCF7L2	0.0474820143884892	0.151079136690647	0.0330935251798561	104	3	538	31	23	2
Core-GI	Metastasis	Treatment	TERT	0.0100719424460432	0.0776978417266187	0.188489208633094	55	1	507	5	129	4
Core-GI	Metastasis	Treatment	TGFBR2	0.0129496402877698	0.220143884892086	0.0388489208633093	151	4	510	7	28	1
Core-GI	Metastasis	Treatment	TP53	0.690647482014389	0.312230215827338	0.0273381294964029	38	181	169	292	11	10
Core-GI	Metastasis	Treatment	TSC1	0.0115107913669065	0.119424460431655	0.0776978417266187	81	4	554	6	55	1
Core-GI	Metastasis	Non_Treatment	AMER1	0.0396975425330813	0.128544423440454	0.106805293005671	135	3	782	29	102	13
Core-GI	Metastasis	Non_Treatment	APC	0.524574669187146	0.162570888468809	0.0491493383742911	68	106	397	439	41	13
Core-GI	Metastasis	Non_Treatment	ARID1A	0.0614366729678639	0.33648393194707	0.0160680529300567	344	14	634	53	18	1
Core-GI	Metastasis	Non_Treatment	ASXL1	0.0141776937618147	0.00378071833648393	0.496219281663516	5	1	523	8	518	9
Core-GI	Metastasis	Non_Treatment	ATM	0.0236294896030246	0.137051039697543	0.0396975425330813	141	6	854	19	41	3
Core-GI	Metastasis	Non_Treatment	BCOR	0.0160680529300567	0.111531190926276	0.11531190926276	119	1	802	18	123	1
